商户订单号,业务描述,收入金额（+元）,收入金额(元),收入金额,支出金额（-元）,支出金额(元),支出金额,发生时间,账务类型,发生金额,金额(元),金额
2705000385,订单结算收入,90.42,90.42,90.42,0.00,0.00,0.00,2026-05-14 15:42:38,订单结算,90.42,90.42,90.42
2705000385,平台技术服务费,0.00,0.00,0.00,0.91,0.91,0.91,2026-05-15 20:43:14,费用扣除,-0.91,0.91,0.91
2705000020,订单结算收入,16.04,16.04,16.04,0.00,0.00,0.00,2026-05-14 10:16:39,订单结算,16.04,16.04,16.04
2705000020,平台技术服务费,0.00,0.00,0.00,0.10,0.10,0.10,2026-05-15 11:11:20,费用扣除,-0.10,0.10,0.10
2705000311,订单结算收入,28.33,28.33,28.33,0.00,0.00,0.00,2026-05-14 07:09:49,订单结算,28.33,28.33,28.33
2705000311,平台技术服务费,0.00,0.00,0.00,0.17,0.17,0.17,2026-05-15 10:57:02,费用扣除,-0.17,0.17,0.17
2705000093,订单结算收入,88.02,88.02,88.02,0.00,0.00,0.00,2026-05-14 23:41:03,订单结算,88.02,88.02,88.02
2705000093,平台技术服务费,0.00,0.00,0.00,0.53,0.53,0.53,2026-05-15 18:53:02,费用扣除,-0.53,0.53,0.53
2705000330,006推广营销费,0.00,0.00,0.00,74.76,74.76,74.76,2026-05-14 14:39:00,营销费用,-74.76,74.76,74.76
2705000195,订单结算收入,37.85,37.85,37.85,0.00,0.00,0.00,2026-05-15 04:19:12,订单结算,37.85,37.85,37.85
2705000195,平台技术服务费,0.00,0.00,0.00,0.23,0.23,0.23,2026-05-16 20:25:20,费用扣除,-0.23,0.23,0.23
2705000461,订单结算收入,233.11,233.11,233.11,0.00,0.00,0.00,2026-05-15 08:57:49,订单结算,233.11,233.11,233.11
2705000461,平台技术服务费,0.00,0.00,0.00,1.41,1.41,1.41,2026-05-16 03:25:05,费用扣除,-1.41,1.41,1.41
2705000504,订单结算收入,51.89,51.89,51.89,0.00,0.00,0.00,2026-05-15 03:21:42,订单结算,51.89,51.89,51.89
2705000504,平台技术服务费,0.00,0.00,0.00,0.31,0.31,0.31,2026-05-16 14:26:07,费用扣除,-0.31,0.31,0.31
2705000096,订单结算收入,135.88,135.88,135.88,0.00,0.00,0.00,2026-05-15 02:30:38,订单结算,135.88,135.88,135.88
2705000096,平台技术服务费,0.00,0.00,0.00,0.82,0.82,0.82,2026-05-16 21:08:24,费用扣除,-0.82,0.82,0.82
2705000197,订单结算收入,342.35,342.35,342.35,0.00,0.00,0.00,2026-05-15 08:40:20,订单结算,342.35,342.35,342.35
2705000197,平台技术服务费,0.00,0.00,0.00,2.07,2.07,2.07,2026-05-16 19:47:24,费用扣除,-2.07,2.07,2.07
2705000169,订单结算收入,262.04,262.04,262.04,0.00,0.00,0.00,2026-05-15 00:20:50,订单结算,262.04,262.04,262.04
2705000169,平台技术服务费,0.00,0.00,0.00,1.58,1.58,1.58,2026-05-16 17:05:27,费用扣除,-1.58,1.58,1.58
2705000451,订单结算收入,38.42,38.42,38.42,0.00,0.00,0.00,2026-05-15 12:18:39,订单结算,38.42,38.42,38.42
2705000451,平台技术服务费,0.00,0.00,0.00,0.23,0.23,0.23,2026-05-16 05:20:02,费用扣除,-0.23,0.23,0.23
2705000468,订单结算收入,60.24,60.24,60.24,0.00,0.00,0.00,2026-05-15 07:22:07,订单结算,60.24,60.24,60.24
2705000468,平台技术服务费,0.00,0.00,0.00,0.36,0.36,0.36,2026-05-16 09:02:54,费用扣除,-0.36,0.36,0.36
2705000101,订单结算收入,178.14,178.14,178.14,0.00,0.00,0.00,2026-05-15 12:24:40,订单结算,178.14,178.14,178.14
2705000101,平台技术服务费,0.00,0.00,0.00,1.08,1.08,1.08,2026-05-16 22:33:36,费用扣除,-1.08,1.08,1.08
2705000294,订单结算收入,525.58,525.58,525.58,0.00,0.00,0.00,2026-05-15 15:12:51,订单结算,525.58,525.58,525.58
2705000294,平台技术服务费,0.00,0.00,0.00,3.17,3.17,3.17,2026-05-16 02:29:27,费用扣除,-3.17,3.17,3.17
2705000118,订单结算收入,278.55,278.55,278.55,0.00,0.00,0.00,2026-05-15 15:11:21,订单结算,278.55,278.55,278.55
2705000118,平台技术服务费,0.00,0.00,0.00,1.68,1.68,1.68,2026-05-16 16:39:06,费用扣除,-1.68,1.68,1.68
2705000018,订单结算收入,91.68,91.68,91.68,0.00,0.00,0.00,2026-05-16 05:48:30,订单结算,91.68,91.68,91.68
2705000018,平台技术服务费,0.00,0.00,0.00,0.55,0.55,0.55,2026-05-17 02:46:25,费用扣除,-0.55,0.55,0.55
2705000389,订单结算收入,15.64,15.64,15.64,0.00,0.00,0.00,2026-05-16 06:51:08,订单结算,15.64,15.64,15.64
2705000389,平台技术服务费,0.00,0.00,0.00,0.09,0.09,0.09,2026-05-17 13:44:23,费用扣除,-0.09,0.09,0.09
2705000099,订单结算收入,130.12,130.12,130.12,0.00,0.00,0.00,2026-05-16 10:38:24,订单结算,130.12,130.12,130.12
2705000099,平台技术服务费,0.00,0.00,0.00,0.79,0.79,0.79,2026-05-17 21:56:38,费用扣除,-0.79,0.79,0.79
2705000245,订单结算收入,66.17,66.17,66.17,0.00,0.00,0.00,2026-05-16 18:58:27,订单结算,66.17,66.17,66.17
2705000245,平台技术服务费,0.00,0.00,0.00,0.40,0.40,0.40,2026-05-17 00:41:47,费用扣除,-0.40,0.40,0.40
2705000065,订单结算收入,52.56,52.56,52.56,0.00,0.00,0.00,2026-05-16 19:32:56,订单结算,52.56,52.56,52.56
2705000065,平台技术服务费,0.00,0.00,0.00,0.32,0.32,0.32,2026-05-17 21:41:07,费用扣除,-0.32,0.32,0.32
2705000512,订单结算收入,40.86,40.86,40.86,0.00,0.00,0.00,2026-05-16 16:18:29,订单结算,40.86,40.86,40.86
2705000512,平台技术服务费,0.00,0.00,0.00,0.25,0.25,0.25,2026-05-17 15:33:49,费用扣除,-0.25,0.25,0.25
2705000265,订单结算收入,140.50,140.50,140.50,0.00,0.00,0.00,2026-05-16 23:22:09,订单结算,140.50,140.50,140.50
2705000265,平台技术服务费,0.00,0.00,0.00,0.85,0.85,0.85,2026-05-17 00:21:14,费用扣除,-0.85,0.85,0.85
2705000181,订单结算收入,70.24,70.24,70.24,0.00,0.00,0.00,2026-05-16 22:16:22,订单结算,70.24,70.24,70.24
2705000181,平台技术服务费,0.00,0.00,0.00,0.71,0.71,0.71,2026-05-17 23:07:54,费用扣除,-0.71,0.71,0.71
2705000153,订单结算收入,106.85,106.85,106.85,0.00,0.00,0.00,2026-05-16 02:04:27,订单结算,106.85,106.85,106.85
2705000153,平台技术服务费,0.00,0.00,0.00,0.65,0.65,0.65,2026-05-17 08:58:55,费用扣除,-0.65,0.65,0.65
2705000035,订单结算收入,46.57,46.57,46.57,0.00,0.00,0.00,2026-05-16 22:57:44,订单结算,46.57,46.57,46.57
2705000035,平台技术服务费,0.00,0.00,0.00,0.28,0.28,0.28,2026-05-17 01:00:17,费用扣除,-0.28,0.28,0.28
2705000018,004延迟发货罚款,0.00,0.00,0.00,37.93,37.93,37.93,2026-05-16 12:24:48,罚款扣款,-37.93,37.93,37.93
2705000088,订单结算收入,91.93,91.93,91.93,0.00,0.00,0.00,2026-05-17 06:37:28,订单结算,91.93,91.93,91.93
2705000088,平台技术服务费,0.00,0.00,0.00,0.55,0.55,0.55,2026-05-18 14:22:11,费用扣除,-0.55,0.55,0.55
2705000414,订单结算收入,55.61,55.61,55.61,0.00,0.00,0.00,2026-05-17 13:32:34,订单结算,55.61,55.61,55.61
2705000414,平台技术服务费,0.00,0.00,0.00,0.34,0.34,0.34,2026-05-18 08:00:14,费用扣除,-0.34,0.34,0.34
2705000184,订单结算收入,33.48,33.48,33.48,0.00,0.00,0.00,2026-05-17 17:58:37,订单结算,33.48,33.48,33.48
2705000184,平台技术服务费,0.00,0.00,0.00,0.20,0.20,0.20,2026-05-18 06:48:10,费用扣除,-0.20,0.20,0.20
2705000328,订单结算收入,99.17,99.17,99.17,0.00,0.00,0.00,2026-05-17 16:17:46,订单结算,99.17,99.17,99.17
2705000328,平台技术服务费,0.00,0.00,0.00,0.60,0.60,0.60,2026-05-18 00:39:19,费用扣除,-0.60,0.60,0.60
2705000498,订单结算收入,493.30,493.30,493.30,0.00,0.00,0.00,2026-05-17 00:11:46,订单结算,493.30,493.30,493.30
2705000498,平台技术服务费,0.00,0.00,0.00,2.98,2.98,2.98,2026-05-18 07:48:23,费用扣除,-2.98,2.98,2.98
2705000184,004延迟发货罚款,0.00,0.00,0.00,33.11,33.11,33.11,2026-05-17 15:13:44,罚款扣款,-33.11,33.11,33.11
2705000490,订单结算收入,96.45,96.45,96.45,0.00,0.00,0.00,2026-05-18 00:09:01,订单结算,96.45,96.45,96.45
2705000490,平台技术服务费,0.00,0.00,0.00,0.58,0.58,0.58,2026-05-19 13:15:25,费用扣除,-0.58,0.58,0.58
2705000055,订单结算收入,72.26,72.26,72.26,0.00,0.00,0.00,2026-05-18 11:29:36,订单结算,72.26,72.26,72.26
2705000055,平台技术服务费,0.00,0.00,0.00,0.44,0.44,0.44,2026-05-19 01:48:01,费用扣除,-0.44,0.44,0.44
2705000166,订单结算收入,54.24,54.24,54.24,0.00,0.00,0.00,2026-05-18 01:44:50,订单结算,54.24,54.24,54.24
2705000166,平台技术服务费,0.00,0.00,0.00,0.33,0.33,0.33,2026-05-19 19:44:36,费用扣除,-0.33,0.33,0.33
2705000110,订单结算收入,100.74,100.74,100.74,0.00,0.00,0.00,2026-05-18 20:24:03,订单结算,100.74,100.74,100.74
2705000110,平台技术服务费,0.00,0.00,0.00,0.61,0.61,0.61,2026-05-19 21:03:09,费用扣除,-0.61,0.61,0.61
2705000370,订单结算收入,112.32,112.32,112.32,0.00,0.00,0.00,2026-05-18 12:49:39,订单结算,112.32,112.32,112.32
2705000370,平台技术服务费,0.00,0.00,0.00,0.68,0.68,0.68,2026-05-19 18:15:24,费用扣除,-0.68,0.68,0.68
2705000111,订单结算收入,66.66,66.66,66.66,0.00,0.00,0.00,2026-05-18 16:43:35,订单结算,66.66,66.66,66.66
2705000111,平台技术服务费,0.00,0.00,0.00,0.40,0.40,0.40,2026-05-19 02:55:18,费用扣除,-0.40,0.40,0.40
2705000380,订单结算收入,124.93,124.93,124.93,0.00,0.00,0.00,2026-05-18 19:25:36,订单结算,124.93,124.93,124.93
2705000380,平台技术服务费,0.00,0.00,0.00,0.75,0.75,0.75,2026-05-19 20:27:33,费用扣除,-0.75,0.75,0.75
2705000125,订单结算收入,70.94,70.94,70.94,0.00,0.00,0.00,2026-05-18 18:28:07,订单结算,70.94,70.94,70.94
2705000125,平台技术服务费,0.00,0.00,0.00,0.43,0.43,0.43,2026-05-19 17:26:07,费用扣除,-0.43,0.43,0.43
2705000478,订单结算收入,61.68,61.68,61.68,0.00,0.00,0.00,2026-05-18 20:06:53,订单结算,61.68,61.68,61.68
2705000478,平台技术服务费,0.00,0.00,0.00,0.37,0.37,0.37,2026-05-19 02:18:24,费用扣除,-0.37,0.37,0.37
2705000059,订单结算收入,54.10,54.10,54.10,0.00,0.00,0.00,2026-05-19 00:01:48,订单结算,54.10,54.10,54.10
2705000059,平台技术服务费,0.00,0.00,0.00,0.33,0.33,0.33,2026-05-20 10:23:56,费用扣除,-0.33,0.33,0.33
2705000121,订单结算收入,304.76,304.76,304.76,0.00,0.00,0.00,2026-05-19 07:23:54,订单结算,304.76,304.76,304.76
2705000121,平台技术服务费,0.00,0.00,0.00,1.84,1.84,1.84,2026-05-20 17:10:53,费用扣除,-1.84,1.84,1.84
2705000300,订单结算收入,76.29,76.29,76.29,0.00,0.00,0.00,2026-05-19 01:16:13,订单结算,76.29,76.29,76.29
2705000300,平台技术服务费,0.00,0.00,0.00,0.46,0.46,0.46,2026-05-20 21:28:08,费用扣除,-0.46,0.46,0.46
2705000511,订单结算收入,334.23,334.23,334.23,0.00,0.00,0.00,2026-05-19 19:11:28,订单结算,334.23,334.23,334.23
2705000511,平台技术服务费,0.00,0.00,0.00,2.02,2.02,2.02,2026-05-20 05:24:32,费用扣除,-2.02,2.02,2.02
2705000298,订单结算收入,131.13,131.13,131.13,0.00,0.00,0.00,2026-05-19 09:57:46,订单结算,131.13,131.13,131.13
2705000298,平台技术服务费,0.00,0.00,0.00,1.32,1.32,1.32,2026-05-20 23:47:11,费用扣除,-1.32,1.32,1.32
2705000253,订单结算收入,89.29,89.29,89.29,0.00,0.00,0.00,2026-05-19 05:27:09,订单结算,89.29,89.29,89.29
2705000253,平台技术服务费,0.00,0.00,0.00,0.54,0.54,0.54,2026-05-20 22:38:13,费用扣除,-0.54,0.54,0.54
2705000013,订单结算收入,79.84,79.84,79.84,0.00,0.00,0.00,2026-05-19 12:39:07,订单结算,79.84,79.84,79.84
2705000013,平台技术服务费,0.00,0.00,0.00,0.48,0.48,0.48,2026-05-20 19:53:53,费用扣除,-0.48,0.48,0.48
2705000108,订单结算收入,168.81,168.81,168.81,0.00,0.00,0.00,2026-05-19 03:26:02,订单结算,168.81,168.81,168.81
2705000108,平台技术服务费,0.00,0.00,0.00,1.02,1.02,1.02,2026-05-20 23:47:24,费用扣除,-1.02,1.02,1.02
2705000091,订单结算收入,105.68,105.68,105.68,0.00,0.00,0.00,2026-05-20 20:58:22,订单结算,105.68,105.68,105.68
2705000091,平台技术服务费,0.00,0.00,0.00,0.64,0.64,0.64,2026-05-21 23:17:17,费用扣除,-0.64,0.64,0.64
2705000332,订单结算收入,98.01,98.01,98.01,0.00,0.00,0.00,2026-05-20 17:31:30,订单结算,98.01,98.01,98.01
2705000332,平台技术服务费,0.00,0.00,0.00,0.59,0.59,0.59,2026-05-21 00:18:52,费用扣除,-0.59,0.59,0.59
2705000084,订单结算收入,113.51,113.51,113.51,0.00,0.00,0.00,2026-05-20 14:35:18,订单结算,113.51,113.51,113.51
2705000084,平台技术服务费,0.00,0.00,0.00,0.69,0.69,0.69,2026-05-21 19:00:34,费用扣除,-0.69,0.69,0.69
2705000360,订单结算收入,167.17,167.17,167.17,0.00,0.00,0.00,2026-05-20 09:29:46,订单结算,167.17,167.17,167.17
2705000360,平台技术服务费,0.00,0.00,0.00,1.01,1.01,1.01,2026-05-21 10:25:43,费用扣除,-1.01,1.01,1.01
2705000091,004延迟发货罚款,0.00,0.00,0.00,36.28,36.28,36.28,2026-05-20 19:48:47,罚款扣款,-36.28,36.28,36.28
2705000295,订单结算收入,93.31,93.31,93.31,0.00,0.00,0.00,2026-05-21 14:41:06,订单结算,93.31,93.31,93.31
2705000295,平台技术服务费,0.00,0.00,0.00,0.56,0.56,0.56,2026-05-22 13:53:36,费用扣除,-0.56,0.56,0.56
2705000063,订单结算收入,359.27,359.27,359.27,0.00,0.00,0.00,2026-05-21 04:06:10,订单结算,359.27,359.27,359.27
2705000063,平台技术服务费,0.00,0.00,0.00,2.17,2.17,2.17,2026-05-22 14:26:38,费用扣除,-2.17,2.17,2.17
2705000064,订单结算收入,168.02,168.02,168.02,0.00,0.00,0.00,2026-05-21 19:49:06,订单结算,168.02,168.02,168.02
2705000064,平台技术服务费,0.00,0.00,0.00,1.01,1.01,1.01,2026-05-22 04:59:21,费用扣除,-1.01,1.01,1.01
2705000218,订单结算收入,95.90,95.90,95.90,0.00,0.00,0.00,2026-05-21 17:03:44,订单结算,95.90,95.90,95.90
2705000218,平台技术服务费,0.00,0.00,0.00,0.58,0.58,0.58,2026-05-22 17:12:01,费用扣除,-0.58,0.58,0.58
2705000208,订单结算收入,69.84,69.84,69.84,0.00,0.00,0.00,2026-05-21 18:16:12,订单结算,69.84,69.84,69.84
2705000208,平台技术服务费,0.00,0.00,0.00,0.71,0.71,0.71,2026-05-22 12:32:42,费用扣除,-0.71,0.71,0.71
2705000395,订单结算收入,97.56,97.56,97.56,0.00,0.00,0.00,2026-05-21 21:26:42,订单结算,97.56,97.56,97.56
2705000395,平台技术服务费,0.00,0.00,0.00,0.99,0.99,0.99,2026-05-22 18:07:02,费用扣除,-0.99,0.99,0.99
2705000167,订单结算收入,14.42,14.42,14.42,0.00,0.00,0.00,2026-05-21 02:56:35,订单结算,14.42,14.42,14.42
2705000167,平台技术服务费,0.00,0.00,0.00,0.09,0.09,0.09,2026-05-22 09:23:08,费用扣除,-0.09,0.09,0.09
2705000143,订单结算收入,18.90,18.90,18.90,0.00,0.00,0.00,2026-05-21 13:57:48,订单结算,18.90,18.90,18.90
2705000143,平台技术服务费,0.00,0.00,0.00,0.11,0.11,0.11,2026-05-22 00:36:20,费用扣除,-0.11,0.11,0.11
2705000123,订单结算收入,182.59,182.59,182.59,0.00,0.00,0.00,2026-05-21 19:39:13,订单结算,182.59,182.59,182.59
2705000123,平台技术服务费,0.00,0.00,0.00,1.10,1.10,1.10,2026-05-22 13:36:46,费用扣除,-1.10,1.10,1.10
2705000331,订单结算收入,252.82,252.82,252.82,0.00,0.00,0.00,2026-05-21 20:07:38,订单结算,252.82,252.82,252.82
2705000331,平台技术服务费,0.00,0.00,0.00,1.53,1.53,1.53,2026-05-22 07:36:26,费用扣除,-1.53,1.53,1.53
2705000326,订单结算收入,50.37,50.37,50.37,0.00,0.00,0.00,2026-05-21 05:06:31,订单结算,50.37,50.37,50.37
2705000326,平台技术服务费,0.00,0.00,0.00,0.30,0.30,0.30,2026-05-22 04:49:04,费用扣除,-0.30,0.30,0.30
2705000129,订单结算收入,61.18,61.18,61.18,0.00,0.00,0.00,2026-05-21 04:43:38,订单结算,61.18,61.18,61.18
2705000129,平台技术服务费,0.00,0.00,0.00,0.37,0.37,0.37,2026-05-22 07:47:57,费用扣除,-0.37,0.37,0.37
2705000200,订单结算收入,294.13,294.13,294.13,0.00,0.00,0.00,2026-05-21 03:06:52,订单结算,294.13,294.13,294.13
2705000200,平台技术服务费,0.00,0.00,0.00,1.78,1.78,1.78,2026-05-22 16:45:19,费用扣除,-1.78,1.78,1.78
2705000208,004延迟发货罚款,0.00,0.00,0.00,33.59,33.59,33.59,2026-05-21 18:16:01,罚款扣款,-33.59,33.59,33.59
2705000215,订单结算收入,54.47,54.47,54.47,0.00,0.00,0.00,2026-05-22 21:27:20,订单结算,54.47,54.47,54.47
2705000215,平台技术服务费,0.00,0.00,0.00,0.33,0.33,0.33,2026-05-23 02:32:16,费用扣除,-0.33,0.33,0.33
2705000448,订单结算收入,58.84,58.84,58.84,0.00,0.00,0.00,2026-05-22 09:01:46,订单结算,58.84,58.84,58.84
2705000448,平台技术服务费,0.00,0.00,0.00,0.36,0.36,0.36,2026-05-23 02:31:38,费用扣除,-0.36,0.36,0.36
2705000086,订单结算收入,60.44,60.44,60.44,0.00,0.00,0.00,2026-05-22 16:32:33,订单结算,60.44,60.44,60.44
2705000086,平台技术服务费,0.00,0.00,0.00,0.36,0.36,0.36,2026-05-23 12:37:08,费用扣除,-0.36,0.36,0.36
2705000149,订单结算收入,213.89,213.89,213.89,0.00,0.00,0.00,2026-05-22 17:33:46,订单结算,213.89,213.89,213.89
2705000149,平台技术服务费,0.00,0.00,0.00,1.29,1.29,1.29,2026-05-23 02:31:22,费用扣除,-1.29,1.29,1.29
2705000031,订单结算收入,174.94,174.94,174.94,0.00,0.00,0.00,2026-05-22 01:56:51,订单结算,174.94,174.94,174.94
2705000031,平台技术服务费,0.00,0.00,0.00,1.06,1.06,1.06,2026-05-23 00:22:54,费用扣除,-1.06,1.06,1.06
2705000164,订单结算收入,230.89,230.89,230.89,0.00,0.00,0.00,2026-05-22 02:52:30,订单结算,230.89,230.89,230.89
2705000164,平台技术服务费,0.00,0.00,0.00,1.39,1.39,1.39,2026-05-23 19:13:27,费用扣除,-1.39,1.39,1.39
2705000476,订单结算收入,171.12,171.12,171.12,0.00,0.00,0.00,2026-05-22 19:01:05,订单结算,171.12,171.12,171.12
2705000476,平台技术服务费,0.00,0.00,0.00,1.03,1.03,1.03,2026-05-23 06:13:27,费用扣除,-1.03,1.03,1.03
2705000235,订单结算收入,82.01,82.01,82.01,0.00,0.00,0.00,2026-05-22 05:29:56,订单结算,82.01,82.01,82.01
2705000235,平台技术服务费,0.00,0.00,0.00,0.50,0.50,0.50,2026-05-23 21:16:42,费用扣除,-0.50,0.50,0.50
2705000134,订单结算收入,61.94,61.94,61.94,0.00,0.00,0.00,2026-05-22 10:57:13,订单结算,61.94,61.94,61.94
2705000134,平台技术服务费,0.00,0.00,0.00,0.37,0.37,0.37,2026-05-23 11:10:22,费用扣除,-0.37,0.37,0.37
2705000090,订单结算收入,84.01,84.01,84.01,0.00,0.00,0.00,2026-05-22 15:41:01,订单结算,84.01,84.01,84.01
2705000090,平台技术服务费,0.00,0.00,0.00,0.51,0.51,0.51,2026-05-23 23:06:47,费用扣除,-0.51,0.51,0.51
2705000149,006推广营销费,0.00,0.00,0.00,62.00,62.00,62.00,2026-05-22 12:24:50,营销费用,-62.00,62.00,62.00
2705000420,订单结算收入,83.33,83.33,83.33,0.00,0.00,0.00,2026-05-23 05:25:26,订单结算,83.33,83.33,83.33
2705000420,平台技术服务费,0.00,0.00,0.00,0.50,0.50,0.50,2026-05-24 09:40:00,费用扣除,-0.50,0.50,0.50
2705000417,订单结算收入,172.13,172.13,172.13,0.00,0.00,0.00,2026-05-23 22:05:17,订单结算,172.13,172.13,172.13
2705000417,平台技术服务费,0.00,0.00,0.00,1.04,1.04,1.04,2026-05-24 09:39:41,费用扣除,-1.04,1.04,1.04
2705000236,订单结算收入,24.08,24.08,24.08,0.00,0.00,0.00,2026-05-23 06:41:34,订单结算,24.08,24.08,24.08
2705000236,平台技术服务费,0.00,0.00,0.00,0.15,0.15,0.15,2026-05-24 07:05:27,费用扣除,-0.15,0.15,0.15
2705000267,订单结算收入,77.06,77.06,77.06,0.00,0.00,0.00,2026-05-23 21:49:46,订单结算,77.06,77.06,77.06
2705000267,平台技术服务费,0.00,0.00,0.00,0.47,0.47,0.47,2026-05-24 11:17:37,费用扣除,-0.47,0.47,0.47
2705000244,订单结算收入,19.43,19.43,19.43,0.00,0.00,0.00,2026-05-23 05:00:27,订单结算,19.43,19.43,19.43
2705000244,平台技术服务费,0.00,0.00,0.00,0.12,0.12,0.12,2026-05-24 03:24:01,费用扣除,-0.12,0.12,0.12
2705000189,订单结算收入,433.15,433.15,433.15,0.00,0.00,0.00,2026-05-23 04:02:34,订单结算,433.15,433.15,433.15
2705000189,平台技术服务费,0.00,0.00,0.00,4.38,4.38,4.38,2026-05-24 10:15:11,费用扣除,-4.38,4.38,4.38
2705000284,订单结算收入,54.42,54.42,54.42,0.00,0.00,0.00,2026-05-24 13:38:18,订单结算,54.42,54.42,54.42
2705000284,平台技术服务费,0.00,0.00,0.00,0.33,0.33,0.33,2026-05-25 07:50:08,费用扣除,-0.33,0.33,0.33
2705000286,订单结算收入,76.21,76.21,76.21,0.00,0.00,0.00,2026-05-24 21:27:16,订单结算,76.21,76.21,76.21
2705000286,平台技术服务费,0.00,0.00,0.00,0.46,0.46,0.46,2026-05-25 08:43:41,费用扣除,-0.46,0.46,0.46
2705000371,订单结算收入,18.96,18.96,18.96,0.00,0.00,0.00,2026-05-24 07:18:51,订单结算,18.96,18.96,18.96
2705000371,平台技术服务费,0.00,0.00,0.00,0.11,0.11,0.11,2026-05-25 06:09:00,费用扣除,-0.11,0.11,0.11
2705000003,订单结算收入,352.10,352.10,352.10,0.00,0.00,0.00,2026-05-24 06:56:35,订单结算,352.10,352.10,352.10
2705000003,平台技术服务费,0.00,0.00,0.00,2.13,2.13,2.13,2026-05-25 11:26:11,费用扣除,-2.13,2.13,2.13
2705000372,订单结算收入,23.73,23.73,23.73,0.00,0.00,0.00,2026-05-24 08:02:22,订单结算,23.73,23.73,23.73
2705000372,平台技术服务费,0.00,0.00,0.00,0.14,0.14,0.14,2026-05-25 21:11:49,费用扣除,-0.14,0.14,0.14
2705000282,订单结算收入,44.47,44.47,44.47,0.00,0.00,0.00,2026-05-24 10:01:39,订单结算,44.47,44.47,44.47
2705000282,平台技术服务费,0.00,0.00,0.00,0.27,0.27,0.27,2026-05-25 00:19:18,费用扣除,-0.27,0.27,0.27
2705000045,订单结算收入,219.74,219.74,219.74,0.00,0.00,0.00,2026-05-24 18:43:12,订单结算,219.74,219.74,219.74
2705000045,平台技术服务费,0.00,0.00,0.00,1.33,1.33,1.33,2026-05-25 00:52:42,费用扣除,-1.33,1.33,1.33
2705000046,订单结算收入,189.26,189.26,189.26,0.00,0.00,0.00,2026-05-24 23:17:23,订单结算,189.26,189.26,189.26
2705000046,平台技术服务费,0.00,0.00,0.00,1.14,1.14,1.14,2026-05-25 20:58:25,费用扣除,-1.14,1.14,1.14
2705000387,订单结算收入,59.81,59.81,59.81,0.00,0.00,0.00,2026-05-24 23:42:46,订单结算,59.81,59.81,59.81
2705000387,平台技术服务费,0.00,0.00,0.00,0.36,0.36,0.36,2026-05-25 17:18:24,费用扣除,-0.36,0.36,0.36
2705000409,订单结算收入,85.97,85.97,85.97,0.00,0.00,0.00,2026-05-24 13:04:55,订单结算,85.97,85.97,85.97
2705000409,平台技术服务费,0.00,0.00,0.00,0.52,0.52,0.52,2026-05-25 12:25:09,费用扣除,-0.52,0.52,0.52
2705000485,订单结算收入,213.88,213.88,213.88,0.00,0.00,0.00,2026-05-24 03:31:13,订单结算,213.88,213.88,213.88
2705000485,平台技术服务费,0.00,0.00,0.00,1.29,1.29,1.29,2026-05-25 22:04:11,费用扣除,-1.29,1.29,1.29
2705000057,订单结算收入,311.01,311.01,311.01,0.00,0.00,0.00,2026-05-24 12:40:57,订单结算,311.01,311.01,311.01
2705000057,平台技术服务费,0.00,0.00,0.00,1.88,1.88,1.88,2026-05-25 22:30:02,费用扣除,-1.88,1.88,1.88
2705000464,订单结算收入,34.24,34.24,34.24,0.00,0.00,0.00,2026-05-24 16:08:49,订单结算,34.24,34.24,34.24
2705000464,平台技术服务费,0.00,0.00,0.00,0.21,0.21,0.21,2026-05-25 15:45:13,费用扣除,-0.21,0.21,0.21
2705000179,订单结算收入,359.88,359.88,359.88,0.00,0.00,0.00,2026-05-24 03:58:47,订单结算,359.88,359.88,359.88
2705000179,平台技术服务费,0.00,0.00,0.00,2.17,2.17,2.17,2026-05-25 11:12:17,费用扣除,-2.17,2.17,2.17
2705000421,订单结算收入,48.56,48.56,48.56,0.00,0.00,0.00,2026-05-24 15:47:59,订单结算,48.56,48.56,48.56
2705000421,平台技术服务费,0.00,0.00,0.00,0.29,0.29,0.29,2026-05-25 18:32:35,费用扣除,-0.29,0.29,0.29
2705000282,004延迟发货罚款,0.00,0.00,0.00,14.46,14.46,14.46,2026-05-24 19:27:51,罚款扣款,-14.46,14.46,14.46
2705000209,订单结算收入,321.69,321.69,321.69,0.00,0.00,0.00,2026-05-25 18:35:24,订单结算,321.69,321.69,321.69
2705000209,平台技术服务费,0.00,0.00,0.00,1.94,1.94,1.94,2026-05-26 06:15:56,费用扣除,-1.94,1.94,1.94
2705000259,订单结算收入,161.46,161.46,161.46,0.00,0.00,0.00,2026-05-25 01:58:24,订单结算,161.46,161.46,161.46
2705000259,平台技术服务费,0.00,0.00,0.00,0.97,0.97,0.97,2026-05-26 22:32:27,费用扣除,-0.97,0.97,0.97
2705000271,订单结算收入,155.70,155.70,155.70,0.00,0.00,0.00,2026-05-25 16:49:42,订单结算,155.70,155.70,155.70
2705000271,平台技术服务费,0.00,0.00,0.00,0.94,0.94,0.94,2026-05-26 22:43:03,费用扣除,-0.94,0.94,0.94
2705000117,订单结算收入,99.09,99.09,99.09,0.00,0.00,0.00,2026-05-25 08:36:50,订单结算,99.09,99.09,99.09
2705000117,平台技术服务费,0.00,0.00,0.00,0.60,0.60,0.60,2026-05-26 13:29:35,费用扣除,-0.60,0.60,0.60
