订单号,订单状态,支付时间,发货时间,确认收货时间,订单成交时间,承诺发货时间,商品名称,商品ID,商家编码-商品维度,商家编码-规格维度,商品规格,规格id,规格名称,样式ID,商品一级类目,商品二级类目,商品三级类目,商品四级类目,商品数量(件),商品单价(元),商品总价(元),用户实付金额(元),商家实收金额(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),拼多多优惠券(元),平台技术服务费(元),上门安装费(元),送货入户费(元),送货入户并安装费(元),退款金额(元),退款原因,退款类型,售后状态,省,市,订单来源,是否直播间成交,是否直播间引导成交,是否门店自提,门店名称,支付方式,是否分期,分期期数,手续费承担方,是否预售,是否顺丰加价,是否抽奖或0元试用,是否社区团购,是否无痕发货,是否节能补贴,快递公司,快递单号,配送状态,集运类型
2705000226,已取消,2026-04-06 07:31:51,,,2026-04-06 06:08:13,2026-04-08,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,5,69.00,345.00,256.83,255.29,0.00,28.37,24.82,17.73,17.25,1.54,0.00,0.00,0.00,0.00,,,,江西省,南昌,APP-Android,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,顺丰速运,YT98423047521,,
2705000202,已付款,2026-04-06 10:15:07,2026-04-08 02:18:08,2026-04-13,2026-04-06 16:00:27,2026-04-08,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,3,129.00,387.00,337.82,335.79,0.00,11.93,10.44,7.46,19.35,2.03,0.00,0.00,0.00,0.00,,,,云南省,昆明,网页,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,顺丰速运,YT45177799071,已签收,
2705000502,已签收,2026-04-06 11:10:15,2026-04-07 07:53:49,2026-04-14,2026-04-06 21:00:56,2026-04-08,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,107.02,106.38,0.00,2.41,2.11,1.51,5.95,0.64,0.00,0.00,0.00,63.22,物流太慢,仅退款,退款成功,河南省,郑州,APP-iOS,是,否,否,,花呗分期,否,12,,是,否,否,否,否,否,极兔速递,YT92021286088,已签收,
2705000030,已签收,2026-04-06 18:12:25,2026-04-06 14:15:15,2026-04-12,2026-04-06 04:52:51,2026-04-08,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,204.85,203.62,0.00,13.26,11.60,8.29,0.00,1.23,0.00,0.00,0.00,0.00,,,,河南省,郑州,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,否,圆通速递,YT96509345724,运输中,
2705000492,已退款,2026-04-06 20:02:47,2026-04-09 19:17:17,2026-04-12,2026-04-06 18:52:36,2026-04-08,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,161.46,160.49,0.00,6.62,5.79,4.13,0.00,0.97,0.00,40.00,0.00,117.70,不喜欢/效果不好,仅退款,退款成功,浙江省,杭州,APP-iOS,否,否,否,,花呗分期,否,,,否,否,否,否,是,否,韵达快递,YT44038954067,运输中,
2705000180,已取消,2026-04-06 23:31:02,,,2026-04-06 19:33:03,2026-04-08,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,115.53,114.84,0.00,8.99,7.86,5.62,0.00,0.69,0.00,0.00,0.00,0.00,,,,天津市,天津,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,否,顺丰速运,YT30830306502,,
2705000343,已付款,2026-04-07 01:47:00,2026-04-08 13:47:29,2026-04-13,2026-04-07 16:50:13,2026-04-09,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,42.77,42.34,0.00,5.31,4.65,3.32,2.95,0.43,0.00,0.00,0.00,0.00,,,,天津市,天津,APP-Android,是,否,否,,花呗分期,否,,,否,否,否,否,否,否,申通快递,YT93807228152,派送中,
2705000410,待发货,2026-04-07 05:57:36,2026-04-09 13:00:10,2026-04-15,2026-04-07 02:31:00,2026-04-09,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,1,129.00,129.00,102.57,101.95,0.00,10.57,9.25,6.61,0.00,0.62,0.00,0.00,0.00,90.05,物流太慢,仅退款,退款成功,河南省,郑州,H5,否,否,否,,支付宝,否,3,,否,否,否,否,是,否,顺丰速运,YT44878363858,已签收,
2705000023,已付款,2026-04-07 07:17:22,2026-04-07 09:29:54,2026-04-14,2026-04-07 22:16:56,2026-04-09,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,219.59,218.27,0.00,2.60,2.28,1.63,11.90,1.32,0.00,0.00,0.00,0.00,,,,重庆市,重庆,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,否,极兔速递,YT95052835637,派送中,
2705000100,待发货,2026-04-07 10:45:34,2026-04-07 02:26:41,2026-04-11,2026-04-07 01:43:25,2026-04-09,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,142.07,141.22,0.00,10.81,9.46,6.76,8.90,0.85,0.00,0.00,0.00,0.00,,,,上海市,上海,网页,是,否,否,,支付宝,否,12,,否,否,否,否,否,否,邮政快递,YT85179696869,运输中,
2705000204,已完成,2026-04-07 14:17:06,2026-04-07 17:45:33,2026-04-10,2026-04-07 20:10:07,2026-04-09,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,55.91,55.57,0.00,1.24,1.08,0.77,0.00,0.34,0.00,0.00,0.00,0.00,,,,四川省,成都,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,否,圆通速递,YT10024282748,运输中,
2705000182,已付款,2026-04-07 14:37:51,2026-04-08 06:25:15,2026-04-14,2026-04-07 08:07:12,2026-04-09,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,5,59.00,295.00,294.00,292.24,0.00,0.40,0.35,0.25,0.00,1.76,0.00,0.00,0.00,0.00,,,,北京市,北京,APP-Android,否,否,否,,多多支付,否,,商家,否,否,否,否,否,否,极兔速递,YT11146783925,派送中,
2705000251,已完成,2026-04-07 15:54:53,2026-04-09 01:01:52,2026-04-11,2026-04-07 06:30:04,2026-04-09,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,2,99.00,198.00,145.02,144.15,0.00,17.23,15.08,10.77,9.90,0.87,0.00,0.00,0.00,130.78,质量问题,仅退款,退款成功,江西省,南昌,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,顺丰速运,YT71983710320,运输中,
2705000033,已付款,2026-04-07 20:37:45,2026-04-09 03:12:14,2026-04-10,2026-04-07 02:52:32,2026-04-09,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,96.17,95.59,0.00,1.13,0.99,0.71,0.00,0.58,0.00,0.00,0.00,0.00,,,,四川省,成都,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,是,否,圆通速递,YT23663194339,运输中,
2705000505,待发货,2026-04-07 23:06:44,2026-04-10 15:42:43,2026-04-11,2026-04-07 10:00:13,2026-04-09,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,160.00,159.04,0.00,7.20,6.30,4.50,0.00,0.96,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,APP-Android,否,否,否,,花呗分期,否,,,否,否,否,否,否,是,申通快递,YT28115733233,运输中,
2705000012,已完成,2026-04-08 02:49:51,2026-04-09 01:27:27,2026-04-15,2026-04-08 06:37:55,2026-04-10,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,2,189.00,378.00,375.02,372.77,0.00,1.19,1.04,0.75,0.00,2.25,0.00,0.00,0.00,0.00,,,换货,云南省,昆明,H5,否,否,否,,多多支付,否,,,是,否,否,否,否,否,中通快递,YT51444643892,运输中,
2705000440,已完成,2026-04-08 06:12:25,2026-04-10 11:00:29,2026-04-13,2026-04-08 13:45:10,2026-04-10,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,84.93,84.42,0.00,1.63,1.42,1.02,0.00,0.51,0.00,0.00,0.00,0.00,,,,湖南省,长沙,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,是,申通快递,YT50003264981,运输中,
2705000066,待发货,2026-04-08 14:25:21,2026-04-09 12:04:45,2026-04-12,2026-04-08 01:04:09,2026-04-10,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,129.45,128.67,0.00,0.66,0.58,0.41,6.90,0.78,0.00,0.00,0.00,0.00,,,,北京市,北京,APP-Android,否,否,是,大悦城店,支付宝,否,,买家,否,否,否,否,否,否,韵达快递,YT53364048717,运输中,
2705000337,已签收,2026-04-08 14:31:13,2026-04-09 04:21:57,2026-04-12,2026-04-08 06:53:07,2026-04-10,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,5,59.00,295.00,236.41,234.99,0.00,23.43,20.51,14.65,0.00,1.42,0.00,0.00,0.00,0.00,,,,广西,南宁,网页,是,否,否,,微信支付,否,,,否,是,否,否,否,是,中通快递,YT85856202652,派送中,
2705000220,已签收,2026-04-08 14:43:07,2026-04-09 14:46:25,2026-04-13,2026-04-08 21:03:10,2026-04-10,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,58.26,57.91,0.00,4.30,3.76,2.68,0.00,0.35,0.00,0.00,0.00,0.00,,,,云南省,昆明,APP-iOS,否,否,否,,微信支付,否,,,否,否,否,否,否,否,邮政快递,YT84509430773,运输中,集运
2705000460,待发货,2026-04-08 17:34:48,2026-04-08 23:12:46,2026-04-15,2026-04-08 09:32:19,2026-04-10,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,55.34,55.01,0.00,3.86,3.38,2.42,0.00,0.33,0.00,0.00,0.00,0.00,,,,湖南省,长沙,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,顺丰速运,YT73913309117,运输中,转运
2705000378,已签收,2026-04-08 20:47:34,2026-04-08 19:20:52,2026-04-10,2026-04-08 12:48:53,2026-04-10,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,5,59.00,295.00,289.03,286.14,0.00,2.39,2.09,1.49,0.00,2.89,0.00,0.00,0.00,0.00,,,,广西,南宁,APP-Android,否,否,否,,微信支付,否,,,否,否,否,否,否,否,圆通速递,YT80979262115,运输中,
2705000071,已发货,2026-04-09 01:30:34,2026-04-10 22:47:01,2026-04-15,2026-04-09 04:54:39,2026-04-11,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,2,39.00,78.00,72.22,71.79,0.00,0.75,0.66,0.47,3.90,0.43,0.00,0.00,0.00,0.00,,,,上海市,上海,APP-iOS,否,否,否,,支付宝,否,,,否,否,否,否,是,否,顺丰速运,YT78416598201,派送中,
2705000458,已取消,2026-04-09 05:47:52,,,2026-04-09 21:09:29,2026-04-11,无线蓝牙耳机Pro版,PD00002,SP00002,SKU004,黑色标准版,SKU004,黑色标准版,ST004,数码电器,影音设备,耳机,无线耳机,2,129.00,258.00,202.18,200.16,0.00,17.17,15.02,10.73,12.90,2.02,0.00,0.00,0.00,0.00,,,,上海市,上海,APP-Android,否,否,是,万象城店,微信支付,否,,,否,否,否,否,否,否,顺丰速运,YT40484548140,,
2705000345,已退款,2026-04-09 07:20:09,2026-04-12 00:46:56,2026-04-14,2026-04-09 04:05:33,2026-04-11,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,27.44,27.28,0.00,3.85,3.36,2.40,1.95,0.16,0.00,0.00,0.00,23.60,质量问题,退货退款,退款成功,四川省,成都,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,顺丰速运,YT47989062029,运输中,
2705000019,已退款,2026-04-09 10:35:41,2026-04-10 10:26:15,2026-04-13,2026-04-09 10:43:30,2026-04-11,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,45.00,45.00,37.72,37.49,0.00,2.91,2.55,1.82,0.00,0.23,0.00,0.00,0.00,29.41,不喜欢/效果不好,仅退款,退款成功,陕西省,西安,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,申通快递,YT85476697752,已签收,
2705000000,已完成,2026-04-09 12:02:42,2026-04-10 19:21:23,2026-04-14,2026-04-09 22:36:56,2026-04-11,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,91.62,90.70,0.00,8.57,7.50,5.36,5.95,0.92,0.00,0.00,0.00,0.00,,,,河南省,郑州,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,否,韵达快递,YT93868748733,运输中,
2705000519,已取消,2026-04-09 21:05:05,,,2026-04-09 06:31:50,2026-04-11,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,61.04,60.67,0.00,0.28,0.25,0.18,3.25,0.37,0.00,0.00,0.00,0.00,,,,四川省,成都,小程序,否,否,否,,多多支付,否,,,否,否,否,否,是,否,中通快递,YT35158344157,,
2705000437,已付款,2026-04-10 06:19:47,2026-04-12 02:40:53,2026-04-14,2026-04-10 06:09:10,2026-04-12,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,50.34,49.84,0.00,3.46,3.03,2.17,0.00,0.50,0.00,0.00,0.00,0.00,,,,云南省,昆明,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,顺丰速运,YT23563057890,运输中,
2705000214,已签收,2026-04-10 06:44:23,2026-04-13 02:41:36,2026-04-20,2026-04-10 13:54:47,2026-04-12,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,171.49,170.46,0.00,2.60,2.28,1.63,0.00,1.03,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,顺丰速运,YT96367328733,运输中,
2705000094,已完成,2026-04-10 07:11:56,2026-04-12 21:58:31,2026-04-13,2026-04-10 07:12:32,2026-04-12,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,119.69,118.97,0.00,7.32,6.41,4.58,0.00,0.72,0.00,0.00,0.00,0.00,,,,安徽省,合肥,H5,否,否,否,,支付宝,否,,,否,否,否,否,否,否,邮政快递,YT14124614573,派送中,
2705000006,已发货,2026-04-10 10:46:19,2026-04-11 09:29:48,2026-04-12,2026-04-10 19:57:09,2026-04-12,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,108.22,107.57,0.00,9.15,8.01,5.72,6.90,0.65,0.00,0.00,0.00,0.00,,,,陕西省,西安,小程序,否,否,否,,多多支付,否,12,,否,否,否,否,否,否,邮政快递,YT35019608972,派送中,
2705000163,已完成,2026-04-10 13:04:20,2026-04-10 03:20:43,2026-04-17,2026-04-10 17:41:02,2026-04-12,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,111.20,110.53,0.00,3.12,2.73,1.95,0.00,0.67,0.00,0.00,0.00,0.00,,,,江西省,南昌,APP-iOS,否,否,否,,支付宝,否,,买家,否,否,否,否,否,否,顺丰速运,YT99761407944,运输中,
2705000304,已完成,2026-04-10 14:56:38,2026-04-11 04:47:25,2026-04-12,2026-04-10 11:20:00,2026-04-12,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,154.92,153.99,0.00,9.23,8.08,5.77,0.00,0.93,0.00,0.00,0.00,0.00,,,,湖南省,长沙,小程序,否,否,否,,微信支付,否,3,,否,否,否,否,否,否,顺丰速运,YT41711668989,运输中,
2705000041,已发货,2026-04-10 16:27:46,2026-04-13 10:53:01,2026-04-15,2026-04-10 21:01:56,2026-04-12,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,45.00,45.00,44.20,43.93,0.00,0.32,0.28,0.20,0.00,0.27,0.00,36.83,0.00,0.00,,,,湖北省,武汉,APP-Android,否,否,否,,花呗分期,否,6,,否,否,否,否,否,否,韵达快递,YT48722013999,派送中,
2705000367,已付款,2026-04-10 20:01:41,2026-04-11 20:51:42,2026-04-12,2026-04-10 21:00:11,2026-04-12,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,2,109.00,218.00,199.95,198.75,0.00,7.22,6.32,4.51,0.00,1.20,0.00,0.00,0.00,0.00,,,,江西省,南昌,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,否,邮政快递,YT67599327826,已签收,
2705000252,已发货,2026-04-10 22:59:20,2026-04-12 11:02:08,2026-04-17,2026-04-10 11:49:14,2026-04-12,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,3,39.00,117.00,94.40,93.83,0.00,9.04,7.91,5.65,0.00,0.57,0.00,0.00,0.00,0.00,,,,河北省,石家庄,APP-Android,否,否,否,,微信支付,否,,,否,否,否,否,否,否,邮政快递,YT20209799338,派送中,
2705000325,已取消,2026-04-11 04:30:25,,,2026-04-11 08:50:06,2026-04-13,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,3,19.90,59.70,51.68,51.37,0.00,2.01,1.76,1.26,2.99,0.31,0.00,0.00,0.00,0.00,,,,广东省,广州,APP-iOS,否,否,否,,微信支付,否,,,否,否,否,否,否,否,顺丰速运,YT76278728016,,
2705000346,待发货,2026-04-11 07:05:27,2026-04-14 11:04:07,2026-04-20,2026-04-11 19:18:11,2026-04-13,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,2,29.90,59.80,47.65,47.36,0.00,4.86,4.25,3.04,0.00,0.29,0.00,0.00,0.00,0.00,,,,广西,南宁,网页,否,否,否,,支付宝,否,12,,否,否,否,否,否,否,极兔速递,YT17484801516,运输中,
2705000239,已完成,2026-04-11 08:20:34,2026-04-13 15:57:18,2026-04-14,2026-04-11 02:02:41,2026-04-13,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,3,45.00,135.00,108.25,107.60,0.00,10.70,9.36,6.69,0.00,0.65,0.00,0.00,0.00,0.00,,,,湖北省,武汉,APP-iOS,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,顺丰速运,YT13517271545,运输中,
2705000471,已签收,2026-04-11 11:44:30,2026-04-12 19:28:29,2026-04-19,2026-04-11 07:33:43,2026-04-13,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,38.09,37.71,0.00,0.36,0.32,0.23,0.00,0.38,0.00,0.00,0.00,0.00,,,,福建省,厦门,小程序,否,否,是,王府井店,微信支付,否,,,否,否,否,否,否,否,顺丰速运,YT45541994403,运输中,
2705000436,已退款,2026-04-11 15:33:06,2026-04-11 10:58:02,2026-04-12,2026-04-11 05:32:25,2026-04-13,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,41.82,41.57,0.00,5.69,4.98,3.56,2.95,0.25,0.00,0.00,0.00,35.52,质量问题,退货退款,退款成功,河南省,郑州,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,是,邮政快递,YT38639777135,运输中,
2705000270,已退款,2026-04-11 15:58:51,2026-04-14 15:39:05,2026-04-18,2026-04-11 11:01:41,2026-04-13,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,3,119.00,357.00,326.93,324.97,0.00,12.03,10.52,7.52,0.00,1.96,0.00,0.00,0.00,172.95,七天无理由退货,退货退款,退款成功,湖南省,长沙,APP-iOS,否,否,否,,支付宝,否,,商家,否,否,否,否,否,否,申通快递,YT64624297074,派送中,
2705000211,待发货,2026-04-11 19:10:43,2026-04-12 22:43:35,2026-04-19,2026-04-11 11:54:21,2026-04-13,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,1,19.90,19.90,16.10,16.00,0.00,1.52,1.33,0.95,0.00,0.10,0.00,0.00,0.00,0.00,,,,福建省,厦门,小程序,否,否,否,,花呗分期,否,,,是,否,否,否,否,否,申通快递,YT51569670437,已签收,
2705000135,已付款,2026-04-11 21:39:00,2026-04-14 03:17:49,2026-04-16,2026-04-11 02:09:54,2026-04-13,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,1,59.00,59.00,47.75,47.46,0.00,4.50,3.94,2.81,0.00,0.29,0.00,0.00,0.00,25.44,七天无理由退货,仅退款,退款成功,山东省,青岛,APP-iOS,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,圆通速递,YT25872114851,运输中,
2705000442,已退款,2026-04-11 22:08:37,2026-04-11 01:02:20,2026-04-12,2026-04-11 12:00:15,2026-04-13,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,73.78,73.34,0.00,8.11,7.09,5.07,4.95,0.44,0.00,0.00,0.00,38.43,发错货/漏发,仅退款,退款成功,山东省,青岛,APP-Android,否,否,否,,微信支付,否,3,,否,否,否,否,否,否,中通快递,YT55608161154,运输中,
2705000516,已签收,2026-04-12 00:45:41,2026-04-13 18:30:03,2026-04-16,2026-04-12 06:21:38,2026-04-14,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,71.65,71.22,0.00,5.54,4.85,3.46,4.50,0.43,0.00,0.00,0.00,0.00,,,,福建省,厦门,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT13971423194,已签收,
2705000178,已付款,2026-04-12 06:40:46,2026-04-12 01:16:06,2026-04-17,2026-04-12 07:21:52,2026-04-14,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,3,45.00,135.00,107.27,106.63,0.00,11.09,9.71,6.93,0.00,0.64,0.00,0.00,0.00,0.00,,,,重庆市,重庆,网页,否,否,否,,多多支付,否,,,是,否,否,否,否,否,顺丰速运,YT49324571704,运输中,
